variable_id	table_version_id	table_name	variable_name	variable_type	column_name	column_type
phv00169354.v3	pht002239.v4	Subject_Phenotypes	pctGasTrap_vida	numeric	pctGasTrap_vida	FLOAT
phv00169355.v3	pht002239.v4	Subject_Phenotypes	TLC_CT_vida	numeric	TLC_CT_vida	FLOAT
phv00169356.v3	pht002239.v4	Subject_Phenotypes	FRC_CT_vida	numeric	FRC_CT_vida	FLOAT
phv00169357.v3	pht002239.v4	Subject_Phenotypes	AttenMean_Insp_vida	numeric	AttenMean_Insp_vida	FLOAT
phv00169358.v3	pht002239.v4	Subject_Phenotypes	AttenMean_Exp_vida	numeric	AttenMean_Exp_vida	FLOAT
phv00169359.v3	pht002239.v4	Subject_Phenotypes	Hu_15perc_Insp_vida	numeric	Hu_15perc_Insp_vida	FLOAT
phv00169360.v3	pht002239.v4	Subject_Phenotypes	Hu_15perc_Exp_vida	numeric	Hu_15perc_Exp_vida	FLOAT
phv00169361.v3	pht002239.v4	Subject_Phenotypes	ExpInspMeanAtten_ratio_vida	numeric	ExpInspMeanAtten_ratio_vida	FLOAT
phv00169362.v3	pht002239.v4	Subject_Phenotypes	pctEmph_UpperLobes_vida	numeric	pctEmph_UpperLobes_vida	FLOAT
phv00169363.v3	pht002239.v4	Subject_Phenotypes	pctEmph_LowerLobes_vida	numeric	pctEmph_LowerLobes_vida	FLOAT
phv00169364.v3	pht002239.v4	Subject_Phenotypes	UpperLobe_pctTotalAirVol_vida	numeric	UpperLobe_pctTotalAirVol_vida	FLOAT
phv00169365.v3	pht002239.v4	Subject_Phenotypes	pctEmph_UL_LL_ratio_vida	numeric	pctEmph_UL_LL_ratio_vida	FLOAT
phv00169366.v3	pht002239.v4	Subject_Phenotypes	Pi10_SRWA_vida	numeric	Pi10_SRWA_vida	FLOAT
phv00169367.v3	pht002239.v4	Subject_Phenotypes	Pi15_SRWA_vida	numeric	Pi15_SRWA_vida	FLOAT
phv00169368.v3	pht002239.v4	Subject_Phenotypes	WallAreaPct_seg_vida	numeric	WallAreaPct_seg_vida	FLOAT
phv00169369.v3	pht002239.v4	Subject_Phenotypes	WallAreaPct_subseg_vida	numeric	WallAreaPct_subseg_vida	FLOAT
phv00169370.v3	pht002239.v4	Subject_Phenotypes	Hu_15pct_Insp_Slicer	numeric	Hu_15pct_Insp_Slicer	FLOAT
phv00169371.v3	pht002239.v4	Subject_Phenotypes	IntensityMean_In_Slicer	numeric	IntensityMean_In_Slicer	FLOAT
phv00169372.v3	pht002239.v4	Subject_Phenotypes	pctEmph_UpperThird_Slicer	numeric	pctEmph_UpperThird_Slicer	FLOAT
phv00169373.v3	pht002239.v4	Subject_Phenotypes	pctEmph_LowerThird_Slicer	numeric	pctEmph_LowerThird_Slicer	FLOAT
phv00169374.v3	pht002239.v4	Subject_Phenotypes	Hu_15pct_Exp_Slicer	numeric	Hu_15pct_Exp_Slicer	FLOAT
phv00169375.v3	pht002239.v4	Subject_Phenotypes	IntensityMean_Ex_Slicer	numeric	IntensityMean_Ex_Slicer	FLOAT
phv00169376.v3	pht002239.v4	Subject_Phenotypes	UpperThird_LowerThird_Slicer	numeric	UpperThird_LowerThird_Slicer	FLOAT
phv00169377.v3	pht002239.v4	Subject_Phenotypes	ExpInspMeanAtten_ratio_Slicer	numeric	ExpInspMeanAtten_ratio_Slicer	FLOAT
phv00169378.v3	pht002239.v4	Subject_Phenotypes	SF36_RP_t_score	numeric	SF36_RP_t_score	FLOAT
phv00169379.v3	pht002239.v4	Subject_Phenotypes	SF36_RE_t_score	numeric	SF36_RE_t_score	FLOAT
phv00169380.v3	pht002239.v4	Subject_Phenotypes	SF36_SF_t_score	numeric	SF36_SF_t_score	FLOAT
phv00169381.v3	pht002239.v4	Subject_Phenotypes	SF36_BP_t_score	numeric	SF36_BP_t_score	FLOAT
phv00169382.v3	pht002239.v4	Subject_Phenotypes	SF36_VT_t_score	numeric	SF36_VT_t_score	FLOAT
phv00169383.v3	pht002239.v4	Subject_Phenotypes	SF36_MH_t_score	numeric	SF36_MH_t_score	FLOAT
phv00169384.v3	pht002239.v4	Subject_Phenotypes	TLCpred_race_adjusted	numeric	TLCpred_race_adjusted	FLOAT
phv00169385.v3	pht002239.v4	Subject_Phenotypes	FRCpred_race_adjusted	numeric	FRCpred_race_adjusted	FLOAT
phv00169386.v3	pht002239.v4	Subject_Phenotypes	TLCpp_race_adjusted	numeric	TLCpp_race_adjusted	FLOAT
phv00169387.v3	pht002239.v4	Subject_Phenotypes	FRCpp_race_adjusted	numeric	FRCpp_race_adjusted	FLOAT
phv00169388.v3	pht002239.v4	Subject_Phenotypes	Duration_Smoking	numeric	Duration_Smoking	FLOAT
phv00169389.v3	pht002239.v4	Subject_Phenotypes	YearsSinceQuit	numeric	YearsSinceQuit	FLOAT
phv00169390.v3	pht002239.v4	Subject_Phenotypes	PFT_CT_numdays	numeric	PFT_CT_numdays	FLOAT
phv00169391.v3	pht002239.v4	Subject_Phenotypes	pftused	string	pftused	STRING
phv00169392.v3	pht002239.v4	Subject_Phenotypes	FEV6_post	numeric	FEV6_post	FLOAT
phv00169393.v3	pht002239.v4	Subject_Phenotypes	PEF_post	numeric	PEF_post	FLOAT
phv00169394.v3	pht002239.v4	Subject_Phenotypes	FEF2575_post	numeric	FEF2575_post	FLOAT
phv00169395.v3	pht002239.v4	Subject_Phenotypes	FEV6_pre	numeric	FEV6_pre	FLOAT
phv00169396.v3	pht002239.v4	Subject_Phenotypes	PEF_pre	numeric	PEF_pre	FLOAT
phv00169397.v3	pht002239.v4	Subject_Phenotypes	FEF2575_pre	numeric	FEF2575_pre	FLOAT
phv00170985.v2	pht002776.v2	Subject_Phenotypes	SUBJECT_ID	char	SUBJECT_ID	STRING
phv00170986.v1	pht002776.v2	Subject_Phenotypes	ESP_PHENOTYPE	char	ESP_PHENOTYPE	STRING
phv00170987.v1	pht002776.v2	Subject_Phenotypes	ESP_STUDY	char	ESP_STUDY	STRING
phv00170988.v1	pht002776.v2	Subject_Phenotypes	ESP_COHORT	char	ESP_COHORT	STRING
phv00170989.v1	pht002776.v2	Subject_Phenotypes	ESP_RACE	char	ESP_RACE	STRING
phv00170990.v1	pht002776.v2	Subject_Phenotypes	ESP_SEX	char	ESP_SEX	STRING
phv00170991.v1	pht002776.v2	Subject_Phenotypes	ESP_STUDY_SITE	char	ESP_STUDY_SITE	STRING
phv00170992.v1	pht002776.v2	Subject_Phenotypes	ESP_AGE_BASELINE	num	ESP_AGE_BASELINE	FLOAT
phv00170993.v1	pht002776.v2	Subject_Phenotypes	ESP_MI_BASELINE	num	ESP_MI_BASELINE	FLOAT
phv00170994.v1	pht002776.v2	Subject_Phenotypes	ESP_BMI_BASELINE	num	ESP_BMI_BASELINE	FLOAT
phv00170995.v1	pht002776.v2	Subject_Phenotypes	ESP_WEIGHT_BASELINE	num	ESP_WEIGHT_BASELINE	FLOAT
phv00170996.v1	pht002776.v2	Subject_Phenotypes	ESP_HEIGHT_BASELINE	num	ESP_HEIGHT_BASELINE	FLOAT
phv00170997.v1	pht002776.v2	Subject_Phenotypes	ESP_CURRENT_SMOKER_BASELINE	num	ESP_CURRENT_SMOKER_BASELINE	FLOAT
phv00170998.v1	pht002776.v2	Subject_Phenotypes	ESP_FORMER_SMOKER_BASELINE	num	ESP_FORMER_SMOKER_BASELINE	FLOAT
phv00170999.v1	pht002776.v2	Subject_Phenotypes	ESP_T2DIABETES_BASELINE	num	ESP_T2DIABETES_BASELINE	FLOAT
phv00171000.v2	pht002777.v2	Sample_Attributes	SAMPLE_ID	string	SAMPLE_ID	STRING
phv00171001.v1	pht002777.v2	Sample_Attributes	Body_site	string	Body_site	STRING
phv00171002.v1	pht002777.v2	Sample_Attributes	Analyte_type	string	Analyte_type	STRING
phv00171003.v1	pht002777.v2	Sample_Attributes	Is_Tumor	encoded values	Is_Tumor	STRING
phv00171004.v1	pht002777.v2	Sample_Attributes	Histological_Type	string	Histological_Type	STRING
phv00195567.v1	pht001111.v4	AirNRExamMain	cepgfr1c	NUMERIC	cepgfr1c	FLOAT
phv00195568.v1	pht001111.v4	AirNRExamMain	dmtype1c	NUMERIC	dmtype1c	FLOAT
phv00195569.v1	pht001111.v4	AirNRExamMain	mtsy031c	NUMERIC	mtsy031c	FLOAT
phv00278174.v1	pht002239.v4	Subject_Phenotypes	Study_Phase	string	Study_Phase	STRING
phv00278175.v1	pht002239.v4	Subject_Phenotypes	Visit_Year	numeric	Visit_Year	FLOAT
phv00278176.v1	pht002239.v4	Subject_Phenotypes	kernel	string	kernel	STRING
phv00278177.v1	pht002239.v4	Subject_Phenotypes	FRC_TLC_ratio	numeric	FRC_TLC_ratio	FLOAT
phv00278178.v1	pht002239.v4	Subject_Phenotypes	TLCpp_low_flag	encoded value	TLCpp_low_flag	STRING
phv00278179.v1	pht002239.v4	Subject_Phenotypes	NewGOLD_SGRQ	string	NewGOLD_SGRQ	STRING
phv00357182.v1	pht007609.v1	Subject_Phenotypes	SUBJECT_ID	string	SUBJECT_ID	STRING
phv00357183.v1	pht007609.v1	Subject_Phenotypes	AFFECTION_STATUS	string	AFFECTION_STATUS	STRING
phv00357184.v1	pht007609.v1	Subject_Phenotypes	SEX	string	SEX	STRING
phv00357185.v1	pht007609.v1	Subject_Phenotypes	AGE	integer	AGE	INTEGER
phv00357186.v1	pht007609.v1	Subject_Phenotypes	RACE	string	RACE	STRING
phv00357187.v1	pht007609.v1	Subject_Phenotypes	ETHNICITY	string	ETHNICITY	STRING
phv00357188.v1	pht007609.v1	Subject_Phenotypes	STUDY	string	STUDY	STRING
phv00408833.v1	pht006808.v1	Subject_Phenotypes	PersonID	string	PersonID	STRING
phv00408834.v1	pht006808.v1	Subject_Phenotypes	Sex	string	Sex	STRING
phv00408835.v1	pht006808.v1	Subject_Phenotypes	Reported_Ethnicity	string	Reported_Ethnicity	STRING
phv00408836.v1	pht006808.v1	Subject_Phenotypes	Inferred_Ethnicity	string	Inferred_Ethnicity	STRING
phv00409134.v1	pht009160.v1	Subject_Phenotypes	SUBJECT_ID	string	SUBJECT_ID	STRING
phv00409135.v1	pht009160.v1	Subject_Phenotypes	sex	encoded value	sex	STRING
phv00409136.v1	pht009160.v1	Subject_Phenotypes	age	integer, encoded value	age	STRING
phv00409137.v1	pht009160.v1	Subject_Phenotypes	race	encoded value	race	STRING
phv00409138.v1	pht009161.v1	Sample_Attributes	SAMPLE_ID	string	SAMPLE_ID	STRING
phv00409139.v1	pht009161.v1	Sample_Attributes	BODY_SITE	string	BODY_SITE	STRING
phv00409140.v1	pht009161.v1	Sample_Attributes	ANALYTE_TYPE	encoded values	ANALYTE_TYPE	STRING
phv00409141.v1	pht009161.v1	Sample_Attributes	HISTOLOGICAL_TYPE	string	HISTOLOGICAL_TYPE	STRING
phv00409142.v1	pht009161.v1	Sample_Attributes	IS_TUMOR	encoded values	IS_TUMOR	STRING
phv00409143.v1	pht009161.v1	Sample_Attributes	CORRESPONDING_ORGANOID	string	CORRESPONDING_ORGANOID	STRING
